"account_number","suite","house_number","street_name","garage","neighbourhood_id","neighbourhood","ward","assessed_value","latitude","longitude","point_location","tax_class_pct_1","tax_class_pct_2","tax_class_pct_3","mill_class_1","mill_class_2","mill_class_3"
"1153832",,"9403","95 AVENUE NW","N","6040","BONNIE DOON","Métis Ward","6292000","53.531415514678756","-113.47200729824785","POINT (-113.47200729824785 53.531415514678756)","100",,,"OTHER RESIDENTIAL",,
"1089366",,"16123","78 AVENUE NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","515000","53.51021155726596","-113.60162702999487","POINT (-113.60162702999487 53.51021155726596)","100",,,"RESIDENTIAL",,
"1288109",,"15305","93 AVENUE NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","336500","53.52823515552027","-113.58572387671624","POINT (-113.58572387671624 53.52823515552027)","100",,,"RESIDENTIAL",,
"1193549","103","16507","83 AVENUE NW","N","4140","ELMWOOD","sipiwiyiniwak Ward","46500","53.516121615496566","-113.60756900518781","POINT (-113.60756900518781 53.516121615496566)","100",,,"RESIDENTIAL",,
"1225630",,"9010","165 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","404500","53.52552191918425","-113.60763566497087","POINT (-113.60763566497087 53.52552191918425)","100",,,"RESIDENTIAL",,
"1130954",,"7344","189 STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","331000","53.50838089100558","-113.6504832713531","POINT (-113.6504832713531 53.50838089100558)","100",,,"RESIDENTIAL",,
"1080266",,"3020","36 STREET NW","Y","6030","BISSET","Sspomitapi Ward","339000","53.4616221319386","-113.39736313141657","POINT (-113.39736313141657 53.4616221319386)","100",,,"RESIDENTIAL",,
"1274984","303","9607","156 STREET NW","N","4580","WEST JASPER PLACE","Nakota Isga Ward","78000","53.53344290565583","-113.58980395967004","POINT (-113.58980395967004 53.53344290565583)","100",,,"RESIDENTIAL",,
"1365485",,"16206","100 AVENUE NW","N","4180","GLENWOOD","Nakota Isga Ward","232500","53.539562334844376","-113.60138798446815","POINT (-113.60138798446815 53.539562334844376)","100",,,"RESIDENTIAL",,
"1096155",,"17932","92A STREET NW","N","2450","LAGO LINDO","tastawiyiniwak Ward","284000","53.64315421176356","-113.48345192082861","POINT (-113.48345192082861 53.64315421176356)","100",,,"RESIDENTIAL",,
"1092642",,"1833","151 AVENUE NW","N","2280","FRASER","Dene Ward","234500","53.61226785572145","-113.36949239216133","POINT (-113.36949239216133 53.61226785572145)","100",,,"RESIDENTIAL",,
"1290238","301","17128","63 AVENUE NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","118000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1296045","37","10205","158 AVENUE NW","N","3040","BEAUMARIS","tastawiyiniwak Ward","179500","53.61879818329765","-113.50000485555766","POINT (-113.50000485555766 53.61879818329765)","100",,,"RESIDENTIAL",,
"1237098",,"18021","98 AVENUE NW","N","4240","LA PERLE","Nakota Isga Ward","158000","53.53319647395005","-113.63255294813226","POINT (-113.63255294813226 53.53319647395005)","100",,,"RESIDENTIAL",,
"1041797",,,,"N","5340","RAMSAY HEIGHTS","pihêsiwin Ward","5500","53.48391461135611","-113.577031327807","POINT (-113.577031327807 53.48391461135611)","100",,,"RESIDENTIAL",,
"1201268",,"5509","186 STREET NW","N","4220","JAMIESON PLACE","sipiwiyiniwak Ward","308000","53.4916442344719","-113.64471092877575","POINT (-113.64471092877575 53.4916442344719)","100",,,"RESIDENTIAL",,
"1264415","301","14808","26 STREET NW","N","2280","FRASER","Dene Ward","90000","53.61197346411985","-113.37948128519791","POINT (-113.37948128519791 53.61197346411985)","100",,,"RESIDENTIAL",,
"1244094","101","10917","109 STREET NW","N","1030","CENTRAL MCDOUGALL","O-day'min Ward","99500","53.55510492778793","-113.50788396203133","POINT (-113.50788396203133 53.55510492778793)","100",,,"RESIDENTIAL",,
"1058163",,"144","KINISKI CRESCENT NW","N","6370","KINISKI GARDENS","Sspomitapi Ward","297500","53.48043979277038","-113.40410797506607","POINT (-113.40410797506607 53.48043979277038)","100",,,"RESIDENTIAL",,
"1086685","1204","12141","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","154000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1016765",,"590","WOLF WILLOW ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","519000","53.50722912367602","-113.6019236915027","POINT (-113.6019236915027 53.50722912367602)","100",,,"RESIDENTIAL",,
"1084128",,"7323","157 STREET NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","570500","53.50534886884148","-113.59128244480101","POINT (-113.59128244480101 53.50534886884148)","100",,,"RESIDENTIAL",,
"1188176",,"16116","88A AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","388500","53.525265444265955","-113.59999418191093","POINT (-113.59999418191093 53.525265444265955)","100",,,"RESIDENTIAL",,
"1027119","21","3812","20 AVENUE NW","N","6150","DALY GROVE","Sspomitapi Ward","159500","53.451763208012686","-113.40079628530401","POINT (-113.40079628530401 53.451763208012686)","100",,,"RESIDENTIAL",,
"1337062",,"16824","98 AVENUE NW","Y","4180","GLENWOOD","Nakota Isga Ward","326500","53.53604819478461","-113.61331263241509","POINT (-113.61331263241509 53.53604819478461)","100",,,"RESIDENTIAL",,
"1188424",,"14828","43 AVENUE NW","Y","5340","RAMSAY HEIGHTS","pihêsiwin Ward","240000","53.480208878421195","-113.57844134862918","POINT (-113.57844134862918 53.480208878421195)","100",,,"RESIDENTIAL",,
"1099357",,"9503","189 STREET NW","Y","4240","LA PERLE","Nakota Isga Ward","372000","53.530089572153514","-113.64868059667246","POINT (-113.64868059667246 53.530089572153514)","100",,,"RESIDENTIAL",,
"1188804",,"16129","90 AVENUE NW","N","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","319500","53.525620278357735","-113.60072544205866","POINT (-113.60072544205866 53.525620278357735)","100",,,"RESIDENTIAL",,
"1116896",,"22210","STONY PLAIN ROAD NW","N","4670","WINTERBURN INDUSTRIAL AREA WEST","Nakota Isga Ward","3095000","53.54236099591829","-113.70071099576194","POINT (-113.70071099576194 53.54236099591829)","100",,,"OTHER RESIDENTIAL",,
"1299007",,"268","LAGO LINDO CRESCENT NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","383500","53.63080333059823","-113.49077417649212","POINT (-113.49077417649212 53.63080333059823)","100",,,"RESIDENTIAL",,
"1255553",,"63","HUNTINGTON HILL NW","N","5170","EMPIRE PARK","papastew Ward","129000","53.48548453723555","-113.4976989872093","POINT (-113.4976989872093 53.48548453723555)","100",,,"RESIDENTIAL",,
"1174010",,"8103","189 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","383000","53.513709473447875","-113.64872124727026","POINT (-113.64872124727026 53.513709473447875)","100",,,"RESIDENTIAL",,
"1312859",,"10742","178 STREET NW","N","4640","WILSON INDUSTRIAL","Nakota Isga Ward","236000","53.55513527639453","-113.62818793465641","POINT (-113.62818793465641 53.55513527639453)","100",,,"COMMERCIAL",,
"1302322",,"9542","150 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","293500","53.532672325773866","-113.58027908688007","POINT (-113.58027908688007 53.532672325773866)","100",,,"RESIDENTIAL",,
"1009216",,"17930","STONY PLAIN ROAD NW","N","4340","MORIN INDUSTRIAL","Nakota Isga Ward","1056500","53.542077291270175","-113.63225378103155","POINT (-113.63225378103155 53.542077291270175)","100",,,"COMMERCIAL",,
"1071638",,"132","WINDERMERE CRESCENT NW","Y","5570","WINDERMERE","pihêsiwin Ward","1325000","53.452077495357464","-113.61770802351884","POINT (-113.61770802351884 53.452077495357464)","100",,,"RESIDENTIAL",,
"1128966",,"11041","109 STREET NW","N","1030","CENTRAL MCDOUGALL","O-day'min Ward","3586500","53.55804109212606","-113.5078849517801","POINT (-113.5078849517801 53.55804109212606)","100",,,"RESIDENTIAL",,
"1146745",,"7925","158 STREET NW","N","4280","LYNNWOOD","sipiwiyiniwak Ward","4173000","53.51491557317921","-113.59418765866825","POINT (-113.59418765866825 53.51491557317921)","100",,,"COMMERCIAL",,
"1043132","54","15710","BEAUMARIS ROAD NW","N","3040","BEAUMARIS","tastawiyiniwak Ward","183000","53.61796617035923","-113.50328670443773","POINT (-113.50328670443773 53.61796617035923)","100",,,"RESIDENTIAL",,
"1024785",,"6512","184 STREET NW","N","4380","ORMSBY PLACE","sipiwiyiniwak Ward","140500","53.50027617708824","-113.64105128498298","POINT (-113.64105128498298 53.50027617708824)","100",,,"RESIDENTIAL",,
"1179506",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1066810",,"3560","17 STREET SW","Y","6663","DECOTEAU","Sspomitapi Ward","652500","53.398802153907134","-113.37520164283377","POINT (-113.37520164283377 53.398802153907134)","84","9","7","RESIDENTIAL","RESIDENTIAL","FARMLAND"
"1310952","46","10172","118 STREET NW","N","1150","OLIVER","O-day'min Ward","258000","53.542572136876274","-113.52550781043476","POINT (-113.52550781043476 53.542572136876274)","100",,,"RESIDENTIAL",,
"1006378","308","10138","116 STREET NW","N","1150","OLIVER","O-day'min Ward","106500","53.54195417542538","-113.52182973833129","POINT (-113.52182973833129 53.54195417542538)","100",,,"RESIDENTIAL",,
"1180652",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1327618","206","13704","24 STREET NW","N","2030","BANNERMAN","Dene Ward","66500","53.60032965434167","-113.38008200076702","POINT (-113.38008200076702 53.60032965434167)","100",,,"RESIDENTIAL",,
"1179605",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1088780",,"16008","PATRICIA DRIVE NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","551000","53.50948957169339","-113.59959394396375","POINT (-113.59959394396375 53.50948957169339)","100",,,"RESIDENTIAL",,
"1255579",,"64","HUNTINGTON HILL NW","N","5170","EMPIRE PARK","papastew Ward","140000","53.48548453723555","-113.4976989872093","POINT (-113.4976989872093 53.48548453723555)","100",,,"RESIDENTIAL",,
"1174036",,"8015","189 STREET NW","Y","4020","ALDERGROVE","Nakota Isga Ward","450000","53.51346151443185","-113.64872095811522","POINT (-113.64872095811522 53.51346151443185)","100",,,"RESIDENTIAL",,
"1044643","1706","10045","117 STREET NW","N","1150","OLIVER","O-day'min Ward","179000","53.540051481661735","-113.52261283073618","POINT (-113.52261283073618 53.540051481661735)","100",,,"RESIDENTIAL",,
"1178433",,,,"N","5480","STRATHCONA","papastew Ward","7000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1196120",,"15617","83A STREET NW","Y","2050","BELLE RIVE","tastawiyiniwak Ward","333500","53.61712526875678","-113.46936554423196","POINT (-113.46936554423196 53.61712526875678)","100",,,"RESIDENTIAL",,
"1031194","107","11026","106 STREET NW","N","1030","CENTRAL MCDOUGALL","O-day'min Ward","134000","53.557743851684336","-113.50344656834223","POINT (-113.50344656834223 53.557743851684336)","100",,,"RESIDENTIAL",,
"1018696",,"172","WILLOW WAY NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","888500","53.502679430137704","-113.59926964710722","POINT (-113.59926964710722 53.502679430137704)","100",,,"RESIDENTIAL",,
"1150150",,"8308","159 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","329500","53.51748206220391","-113.59723398229919","POINT (-113.59723398229919 53.51748206220391)","100",,,"RESIDENTIAL",,
"1152883",,"16220","83 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","325500","53.517128948588805","-113.60358336604027","POINT (-113.60358336604027 53.517128948588805)","100",,,"RESIDENTIAL",,
"1165885",,"16908","82A AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","351000","53.51642638712951","-113.61314411474667","POINT (-113.61314411474667 53.51642638712951)","100",,,"RESIDENTIAL",,
"1018365",,"90","WILLOW WAY NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","361500","53.50371969640603","-113.6014493556493","POINT (-113.6014493556493 53.50371969640603)","100",,,"RESIDENTIAL",,
"1037928",,"9651","25 AVENUE NW","N","6570","PARSONS INDUSTRIAL","Karhiio Ward","3590000","53.4533889281111","-113.47826843587642","POINT (-113.47826843587642 53.4533889281111)","100",,,"COMMERCIAL",,
"1038215",,"9132","149 STREET NW","N","4230","JASPER PARK","sipiwiyiniwak Ward","2816500","53.525848326389074","-113.57851958289606","POINT (-113.57851958289606 53.525848326389074)","100",,,"OTHER RESIDENTIAL",,
"1108612",,"15209","76 AVENUE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","548500","53.50815637659642","-113.58391458822253","POINT (-113.58391458822253 53.50815637659642)","100",,,"RESIDENTIAL",,
"1063189",,"11140","83 AVENUE NW","N","5200","GARNEAU","papastew Ward","339500","53.519372127196945","-113.51860032581321","POINT (-113.51860032581321 53.519372127196945)","100",,,"RESIDENTIAL",,
"1046390",,"7531","152B AVENUE NW","Y","2410","KILKENNY","tastawiyiniwak Ward","341500","53.61429110133488","-113.45855901339223","POINT (-113.45855901339223 53.61429110133488)","100",,,"RESIDENTIAL",,
"1058239",,"158","KINISKI CRESCENT NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","314500","53.480905853326036","-113.4033126642494","POINT (-113.4033126642494 53.480905853326036)","100",,,"RESIDENTIAL",,
"1242577","84","2204","118 STREET NW","N","5460","SKYRATTLER","Ipiihkoohkanipiaohtsi Ward","150000","53.45286153478377","-113.53308555229285","POINT (-113.53308555229285 53.45286153478377)","100",,,"RESIDENTIAL",,
"1061969","104","10175","114 STREET NW","N","1150","OLIVER","O-day'min Ward","98500","53.542637347578406","-113.51709427725768","POINT (-113.51709427725768 53.542637347578406)","100",,,"RESIDENTIAL",,
"1194935",,"8355","156 AVENUE NW","N","2050","BELLE RIVE","tastawiyiniwak Ward","306000","53.6163197298802","-113.47186088809819","POINT (-113.47186088809819 53.6163197298802)","100",,,"RESIDENTIAL",,
"1328483","203","1415","LAKEWOOD ROAD WEST NW","N","6750","TIPASKAN","Karhiio Ward","83500","53.4596150294718","-113.46047675994522","POINT (-113.46047675994522 53.4596150294718)","100",,,"RESIDENTIAL",,
"1139153",,"8409","159 STREET NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","340500","53.51823978358622","-113.5961786732275","POINT (-113.5961786732275 53.51823978358622)","100",,,"RESIDENTIAL",,
"1248905",,"10617","BEAUMARIS ROAD NW","Y","3040","BEAUMARIS","tastawiyiniwak Ward","214000","53.62026678022783","-113.50584932320751","POINT (-113.50584932320751 53.62026678022783)","100",,,"RESIDENTIAL",,
"1212786","302","11826","100 AVENUE NW","N","1150","OLIVER","O-day'min Ward","1012000","53.53994990978465","-113.52629261997346","POINT (-113.52629261997346 53.53994990978465)","100",,,"RESIDENTIAL",,
"1049626",,"3332","145 AVENUE NW","Y","2430","KIRKNESS","Dene Ward","326500","53.60787614811348","-113.3922486869956","POINT (-113.3922486869956 53.60787614811348)","100",,,"RESIDENTIAL",,
"1133966","304","6204","180 STREET NW","N","4380","ORMSBY PLACE","sipiwiyiniwak Ward","117000","53.49725866232886","-113.63495926162925","POINT (-113.63495926162925 53.49725866232886)","100",,,"RESIDENTIAL",,
"1201508",,"18709","54 AVENUE NW","N","4220","JAMIESON PLACE","sipiwiyiniwak Ward","305500","53.490610833742274","-113.64675919741074","POINT (-113.64675919741074 53.490610833742274)","100",,,"RESIDENTIAL",,
"1013887",,"158","WESTRIDGE ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","441000","53.50994448018834","-113.61350341749863","POINT (-113.61350341749863 53.50994448018834)","100",,,"RESIDENTIAL",,
"1057207",,"432","KIRKPATRICK CRESCENT NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","316500","53.47996185348246","-113.40295629583696","POINT (-113.40295629583696 53.47996185348246)","100",,,"RESIDENTIAL",,
"1083518",,"7415","158 STREET NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","606000","53.506525806608074","-113.59257340987912","POINT (-113.59257340987912 53.506525806608074)","100",,,"RESIDENTIAL",,
"1062108","305","10175","114 STREET NW","N","1150","OLIVER","O-day'min Ward","150500","53.542637347578406","-113.51709427725768","POINT (-113.51709427725768 53.542637347578406)","100",,,"RESIDENTIAL",,
"1224294","22","11115","27 AVENUE NW","N","5060","BLUE QUILL","Ipiihkoohkanipiaohtsi Ward","233000","53.458207330135366","-113.51777707261711","POINT (-113.51777707261711 53.458207330135366)","100",,,"RESIDENTIAL",,
"1287309",,"9521","154 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","258000","53.53223269264436","-113.58631820288036","POINT (-113.58631820288036 53.53223269264436)","100",,,"RESIDENTIAL",,
"1142058",,"7120","187A STREET NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","397000","53.504868538173874","-113.6472658491896","POINT (-113.6472658491896 53.504868538173874)","100",,,"RESIDENTIAL",,
"1216100","49","1503","MILL WOODS ROAD EAST NW","N","6140","CRAWFORD PLAINS","Sspomitapi Ward","140500","53.443419127027546","-113.40261040343367","POINT (-113.40261040343367 53.443419127027546)","100",,,"RESIDENTIAL",,
"1157940",,"5618","54 STREET NW","N","6640","ROPER INDUSTRIAL","Karhiio Ward","2521000","53.49358645277462","-113.4220279741931","POINT (-113.4220279741931 53.49358645277462)","100",,,"COMMERCIAL",,
"1038579","602","8310","JASPER AVENUE NW","N","1070","CROMDALE","Métis Ward","104000","53.55628818315935","-113.46957199212594","POINT (-113.46957199212594 53.55628818315935)","100",,,"RESIDENTIAL",,
"1156264","301","17820","98 AVENUE NW","N","4240","LA PERLE","Nakota Isga Ward","111000","53.533943211241294","-113.62989686351602","POINT (-113.62989686351602 53.533943211241294)","100",,,"RESIDENTIAL",,
"1259340",,"9125","153 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","345000","53.525745778489224","-113.58457084821019","POINT (-113.58457084821019 53.525745778489224)","100",,,"RESIDENTIAL",,
"1005875","303","10829","117 STREET NW","N","1180","QUEEN MARY PARK","O-day'min Ward","83500","53.553790563142705","-113.52262016502677","POINT (-113.52262016502677 53.553790563142705)","100",,,"RESIDENTIAL",,
"1038520","503","8310","JASPER AVENUE NW","N","1070","CROMDALE","Métis Ward","88000","53.55628818315935","-113.46957199212594","POINT (-113.46957199212594 53.55628818315935)","100",,,"RESIDENTIAL",,
"1125624",,"287","LYNNWOOD WAY NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","360500","53.51575992141482","-113.57855242029956","POINT (-113.57855242029956 53.51575992141482)","100",,,"RESIDENTIAL",,
"1045913",,"4765","35 AVENUE NW","N","6530","MINCHAU","Sspomitapi Ward","186000","53.46509244029403","-113.41358948397541","POINT (-113.41358948397541 53.46509244029403)","100",,,"RESIDENTIAL",,
